Date,Source Type,Source ID,Source Detail,Reading
43676,MW,11,10,11.76
43676,MW,11,15,11.97
43676,MW,12,5,6.46
43676,MW,12,10,6.53
43676,MW,12,15,#N/A
43676,MW,13,5,6.48
43676,MW,13,15,6.48
43676,MW,13,25,6.01
43676,MW,14,5,7.91
43676,MW,14,15,5.88
43676,MW,14,25,6.33
43676,MW,15,5,11.54
43676,MW,15,15,10.96
43676,MW,15,25,#N/A
43676,NE,PT,5,#N/A
43676,NE,PT,10,6.17
43676,NE,PT,15,6.01
43676,NE,PT,20,6.17
43676,NE,PT,25,6.21
43676,NE,PT,30,6.21
43676,S,PT,5,6.81
43676,S,PT,10,6.65
43676,S,PT,15,6.75
43676,S,PT,20,6.84
43676,S,PT,25,6.88
43676,S,PT,30,6.84
43676,SW,BRIDGE,1,7.08
43676,SW,CONFLUENCE,1,7.73
43676,CAL,STT,4,3.67
43676,CAL,STT,7,6.68
43676,CAL,STT,10,9.53
43676,CAL,STP,4,3.8
43676,CAL,STP,7,6.72
43676,CAL,STP,10,9.67
43692,MW,1,5,#N/A
43692,MW,1,10,#N/A
43692,MW,1,15,#N/A
43692,MW,2,5,#N/A
43692,MW,2,10,#N/A
43692,MW,2,15,#N/A
43692,MW,3,5,#N/A
43692,MW,3,10,#N/A
43692,MW,3,15,#N/A
43692,MW,4,5,#N/A
43692,MW,4,10,#N/A
43692,MW,4,15,#N/A
43692,MW,5,5,#N/A
43692,MW,5,10,#N/A
43692,MW,5,15,#N/A
43692,MW,6,5,#N/A
43692,MW,6,10,#N/A
43692,MW,6,15,#N/A
43692,MW,7,5,#N/A
43692,MW,7,10,#N/A
43692,MW,7,15,#N/A
43692,MW,8,5,#N/A
43692,MW,8,10,#N/A
43692,MW,8,15,#N/A
43692,MW,9,5,#N/A
43692,MW,9,10,#N/A
43692,MW,9,15,#N/A
43692,MW,10,5,#N/A
43692,MW,10,10,#N/A
43692,MW,10,15,#N/A
43692,MW,11,5,#N/A
43692,MW,11,10,#N/A
43692,MW,11,15,#N/A
43692,MW,12,5,#N/A
43692,MW,12,10,#N/A
43692,MW,12,15,#N/A
43692,MW,13,5,#N/A
43692,MW,13,15,#N/A
43692,MW,13,25,#N/A
43692,MW,14,5,#N/A
43692,MW,14,15,#N/A
43692,MW,14,25,#N/A
43692,MW,15,5,#N/A
43692,MW,15,15,#N/A
43692,MW,15,25,#N/A
43692,NE,PT,5,#N/A
43692,NE,PT,10,#N/A
43692,NE,PT,15,#N/A
43692,NE,PT,20,#N/A
43692,NE,PT,25,#N/A
43692,NE,PT,30,#N/A
43692,S,PT,5,#N/A
43692,S,PT,10,#N/A
43692,S,PT,15,#N/A
43692,S,PT,20,#N/A
43692,S,PT,25,#N/A
43692,S,PT,30,#N/A
43692,SW,BRIDGE,1,8.2
43692,SW,CONFLUENCE,1,8.6
43692,CAL,STT,4,#N/A
43692,CAL,STT,7,#N/A
43692,CAL,STT,10,#N/A
43692,CAL,STP,4,#N/A
43692,CAL,STP,7,#N/A
43692,CAL,STP,10,#N/A
43706,MW,1,5,4.56
43706,MW,1,10,4.54
43706,MW,1,15,4.61
43706,MW,2,5,6.51
43706,MW,2,10,6.48
43706,MW,2,15,6.49
43706,MW,3,5,6.21
43706,MW,3,10,6.17
43706,MW,3,15,6.42
43706,MW,4,5,#N/A
43706,MW,4,10,#N/A
43706,MW,4,15,#N/A
43706,MW,5,5,12.12
43706,MW,5,10,12.25
43706,MW,5,15,12.39
43706,MW,6,5,11.46
43706,MW,6,10,11.61
43706,MW,6,15,11.72
43706,MW,7,5,12.08
43706,MW,7,10,12.26
43706,MW,7,15,12.39
43706,MW,8,5,11.12
43706,MW,8,10,6.54
43706,MW,8,15,6.62
43706,MW,9,5,11.7
43706,MW,9,10,11.49
43706,MW,9,15,11.54
43706,MW,10,5,#N/A
43706,MW,10,10,10.37
43706,MW,10,15,9.95
43706,MW,11,5,#N/A
43706,MW,11,10,11.51
43706,MW,11,15,11.84
43706,MW,12,5,6.56
43706,MW,12,10,6.64
43706,MW,12,15,#N/A
43706,MW,13,5,#N/A
43706,MW,13,15,6.73
43706,MW,13,25,5.93
43706,MW,14,5,7.75
43706,MW,14,15,6.13
43706,MW,14,25,6.42
43706,MW,15,5,11.47
43706,MW,15,15,10.73
43706,MW,15,25,#N/A
43706,NE,PT,5,#N/A
43706,NE,PT,10,5.86
43706,NE,PT,15,5.97
43706,NE,PT,20,6.13
43706,NE,PT,25,6.02
43706,NE,PT,30,6.24
43706,S,PT,5,6.52
43706,S,PT,10,6.44
43706,S,PT,15,6.41
43706,S,PT,20,6.63
43706,S,PT,25,6.69
43706,S,PT,30,6.74
43706,SW,BRIDGE,1,7.24
43706,SW,CONFLUENCE,1,7.57
43706,CAL,STT,4,4
43706,CAL,STT,7,7.02
43706,CAL,STT,10,10.05
43706,CAL,STP,4,4.07
43706,CAL,STP,7,7.07
43706,CAL,STP,10,10.09
43721,MW,1,5,#N/A
43721,MW,1,10,#N/A
43721,MW,1,15,#N/A
43721,MW,2,5,#N/A
43721,MW,2,10,#N/A
43721,MW,2,15,#N/A
43721,MW,3,5,#N/A
43721,MW,3,10,#N/A
43721,MW,3,15,#N/A
43721,MW,4,5,#N/A
43721,MW,4,10,#N/A
43721,MW,4,15,#N/A
43721,MW,5,5,#N/A
43721,MW,5,10,#N/A
43721,MW,5,15,#N/A
43721,MW,6,5,#N/A
43721,MW,6,10,#N/A
43721,MW,6,15,#N/A
43721,MW,7,5,#N/A
43721,MW,7,10,#N/A
43721,MW,7,15,#N/A
43721,MW,8,5,#N/A
43721,MW,8,10,#N/A
43721,MW,8,15,#N/A
43721,MW,9,5,#N/A
43721,MW,9,10,#N/A
43721,MW,9,15,#N/A
43721,MW,10,5,#N/A
43721,MW,10,10,#N/A
43721,MW,10,15,#N/A
43721,MW,11,5,#N/A
43721,MW,11,10,#N/A
43721,MW,11,15,#N/A
43721,MW,12,5,#N/A
43721,MW,12,10,#N/A
43721,MW,12,15,#N/A
43721,MW,13,5,#N/A
43721,MW,13,15,#N/A
43721,MW,13,25,#N/A
43721,MW,14,5,#N/A
43721,MW,14,15,#N/A
43721,MW,14,25,#N/A
43721,MW,15,5,#N/A
43721,MW,15,15,#N/A
43721,MW,15,25,#N/A
43721,NE,PT,5,#N/A
43721,NE,PT,10,#N/A
43721,NE,PT,15,#N/A
43721,NE,PT,20,#N/A
43721,NE,PT,25,#N/A
43721,NE,PT,30,#N/A
43721,S,PT,5,#N/A
43721,S,PT,10,#N/A
43721,S,PT,15,#N/A
43721,S,PT,20,#N/A
43721,S,PT,25,#N/A
43721,S,PT,30,#N/A
43721,SW,BRIDGE,1,7.3
43721,SW,CONFLUENCE,1,7.68
43721,CAL,STT,4,4.02
43721,CAL,STT,7,7.03
43721,CAL,STT,10,10.05
43721,CAL,STP,4,4.03
43721,CAL,STP,7,7.02
43721,CAL,STP,10,10.02
43741,MW,1,5,6.88
43741,MW,1,10,6.42
43741,MW,1,15,5.63
43741,MW,2,5,7.89
43741,MW,2,10,7.67
43741,MW,2,15,7.64
43741,MW,3,5,6.81
43741,MW,3,10,6.84
43741,MW,3,15,6.82
43741,MW,4,5,12.66
43741,MW,4,10,12.89
43741,MW,4,15,12.79
43741,MW,5,5,12.9
43741,MW,5,10,12.89
43741,MW,5,15,12.81
43741,MW,6,5,12.06
43741,MW,6,10,12.22
43741,MW,6,15,12.14
43741,MW,7,5,12.92
43741,MW,7,10,12.54
43741,MW,7,15,12.35
43741,MW,8,5,11.6
43741,MW,8,10,7.97
43741,MW,8,15,7.94
43741,MW,9,5,12.54
43741,MW,9,10,12.34
43741,MW,9,15,12.37
43741,MW,10,5,11.51
43741,MW,10,10,11.65
43741,MW,10,15,11.31
43741,MW,11,5,10.04
43741,MW,11,10,11.66
43741,MW,11,15,12.27
43741,MW,12,5,10.61
43741,MW,12,10,10.91
43741,MW,12,15,10.89
43741,MW,13,5,#N/A
43741,MW,13,15,#N/A
43741,MW,13,25,#N/A
43741,MW,14,5,8.26
43741,MW,14,15,6.84
43741,MW,14,25,7.08
43741,MW,15,5,12.36
43741,MW,15,15,11.39
43741,MW,15,25,#N/A
43741,NE,PT,5,#N/A
43741,NE,PT,10,7.63
43741,NE,PT,15,7.22
43741,NE,PT,20,7.02
43741,NE,PT,25,6.97
43741,NE,PT,30,6.98
43741,S,PT,5,6.98
43741,S,PT,10,7.04
43741,S,PT,15,7.2
43741,S,PT,20,7.26
43741,S,PT,25,7.17
43741,S,PT,30,7.27
43741,SW,BRIDGE,1,7.76
43741,SW,CONFLUENCE,1,8.28
43741,CAL,STT,4,3.5
43741,CAL,STT,7,6.8
43741,CAL,STT,10,10.1
43741,CAL,STP,4,4.41
43741,CAL,STP,7,7.02
43741,CAL,STP,10,9.92
43756,MW,1,5,#N/A
43756,MW,1,10,#N/A
43756,MW,1,15,#N/A
43756,MW,2,5,#N/A
43756,MW,2,10,#N/A
43756,MW,2,15,#N/A
43756,MW,3,5,#N/A
43756,MW,3,10,#N/A
43756,MW,3,15,#N/A
43756,MW,4,5,#N/A
43756,MW,4,10,#N/A
43756,MW,4,15,#N/A
43756,MW,5,5,#N/A
43756,MW,5,10,#N/A
43756,MW,5,15,#N/A
43756,MW,6,5,#N/A
43756,MW,6,10,#N/A
43756,MW,6,15,#N/A
43756,MW,7,5,#N/A
43756,MW,7,10,#N/A
43756,MW,7,15,#N/A
43756,MW,8,5,#N/A
43756,MW,8,10,#N/A
43756,MW,8,15,#N/A
43756,MW,9,5,#N/A
43756,MW,9,10,#N/A
43756,MW,9,15,#N/A
43756,MW,10,5,#N/A
43756,MW,10,10,#N/A
43756,MW,10,15,#N/A
43756,MW,11,5,#N/A
43756,MW,11,10,#N/A
43756,MW,11,15,#N/A
43756,MW,12,5,#N/A
43756,MW,12,10,#N/A
43756,MW,12,15,#N/A
43756,MW,13,5,#N/A
43756,MW,13,15,#N/A
43756,MW,13,25,#N/A
43756,MW,14,5,#N/A
43756,MW,14,15,#N/A
43756,MW,14,25,#N/A
43756,MW,15,5,#N/A
43756,MW,15,15,#N/A
43756,MW,15,25,#N/A
43756,NE,PT,5,#N/A
43756,NE,PT,10,#N/A
43756,NE,PT,15,#N/A
43756,NE,PT,20,#N/A
43756,NE,PT,25,#N/A
43756,NE,PT,30,#N/A
43756,S,PT,5,#N/A
43756,S,PT,10,#N/A
43756,S,PT,15,#N/A
43756,S,PT,20,#N/A
43756,S,PT,25,#N/A
43756,S,PT,30,#N/A
43756,SW,BRIDGE,1,7.37
43756,SW,CONFLUENCE,1,7.47
43756,CAL,STT,4,4
43756,CAL,STT,7,7.02
43756,CAL,STT,10,10.04
43756,CAL,STP,4,4.02
43756,CAL,STP,7,7.03
43756,CAL,STP,10,10.06
43760,MW,1,5,7.34
43760,MW,1,10,7.32
43760,MW,1,15,7.1
43760,MW,2,5,6.37
43760,MW,2,10,6.31
43760,MW,2,15,6.28
43760,MW,3,5,6.09
43760,MW,3,10,6.05
43760,MW,3,15,6.21
43760,MW,4,5,11.79
43760,MW,4,10,11.79
43760,MW,4,15,11.86
43760,MW,5,5,12.2
43760,MW,5,10,12.21
43760,MW,5,15,12.32
43760,MW,6,5,11.64
43760,MW,6,10,11.6
43760,MW,6,15,11.68
43760,MW,7,5,12.3
43760,MW,7,10,12.35
43760,MW,7,15,12.41
43760,MW,8,5,7.86
43760,MW,8,10,6.58
43760,MW,8,15,6.6
43760,MW,9,5,11.72
43760,MW,9,10,11.58
43760,MW,9,15,11.61
43760,MW,10,5,11.22
43760,MW,10,10,11.21
43760,MW,10,15,11.17
43760,MW,11,5,9.59
43760,MW,11,10,11.51
43760,MW,11,15,11.95
43760,MW,12,5,11.27
43760,MW,12,10,11.28
43760,MW,12,15,10.09
43760,MW,13,5,#N/A
43760,MW,13,15,#N/A
43760,MW,13,25,#N/A
43760,MW,14,5,7.95
43760,MW,14,15,6.18
43760,MW,14,25,6.54
43760,MW,15,5,11.68
43760,MW,15,15,9.33
43760,MW,15,25,11
43760,NE,PT,5,6.55
43760,NE,PT,10,5.79
43760,NE,PT,15,5.84
43760,NE,PT,20,6.18
43760,NE,PT,25,6.16
43760,NE,PT,30,6.18
43760,S,PT,5,6.63
43760,S,PT,10,6.61
43760,S,PT,15,6.57
43760,S,PT,20,6.57
43760,S,PT,25,6.58
43760,S,PT,30,6.57
43760,SW,BRIDGE,1,7.21
43760,SW,CONFLUENCE,1,7.71
43760,CAL,STT,4,4.02
43760,CAL,STT,7,7.01
43760,CAL,STT,10,10.05
43760,CAL,STP,4,4
43760,CAL,STP,7,7
43760,CAL,STP,10,10.02
43776,MW,1,5,#N/A
43776,MW,1,10,#N/A
43776,MW,1,15,#N/A
43776,MW,2,5,#N/A
43776,MW,2,10,#N/A
43776,MW,2,15,#N/A
43776,MW,3,5,#N/A
43776,MW,3,10,#N/A
43776,MW,3,15,#N/A
43776,MW,4,5,#N/A
43776,MW,4,10,#N/A
43776,MW,4,15,#N/A
43776,MW,5,5,#N/A
43776,MW,5,10,#N/A
43776,MW,5,15,#N/A
43776,MW,6,5,#N/A
43776,MW,6,10,#N/A
43776,MW,6,15,#N/A
43776,MW,7,5,#N/A
43776,MW,7,10,#N/A
43776,MW,7,15,#N/A
43776,MW,8,5,#N/A
43776,MW,8,10,#N/A
43776,MW,8,15,#N/A
43776,MW,9,5,#N/A
43776,MW,9,10,#N/A
43776,MW,9,15,#N/A
43776,MW,10,5,#N/A
43776,MW,10,10,#N/A
43776,MW,10,15,#N/A
43776,MW,11,5,#N/A
43776,MW,11,10,#N/A
43776,MW,11,15,#N/A
43776,MW,12,5,#N/A
43776,MW,12,10,#N/A
43776,MW,12,15,#N/A
43776,MW,13,5,#N/A
43776,MW,13,15,#N/A
43776,MW,13,25,#N/A
43776,MW,14,5,#N/A
43776,MW,14,15,#N/A
43776,MW,14,25,#N/A
43776,MW,15,5,#N/A
43776,MW,15,15,#N/A
43776,MW,15,25,#N/A
43776,NE,PT,5,#N/A
43776,NE,PT,10,#N/A
43776,NE,PT,15,#N/A
43776,NE,PT,20,#N/A
43776,NE,PT,25,#N/A
43776,NE,PT,30,#N/A
43776,S,PT,5,#N/A
43776,S,PT,10,#N/A
43776,S,PT,15,#N/A
43776,S,PT,20,#N/A
43776,S,PT,25,#N/A
43776,S,PT,30,#N/A
43776,SW,BRIDGE,1,7.23
43776,SW,CONFLUENCE,1,7.11
43776,CAL,STT,4,4.04
43776,CAL,STT,7,7.03
43776,CAL,STT,10,10.01
43776,CAL,STP,4,4.01
43776,CAL,STP,7,7.02
43776,CAL,STP,10,10.05
43783,MW,1,5,5.91
43783,MW,1,10,5.8
43783,MW,1,15,5.71
43783,MW,2,5,6.47
43783,MW,2,10,6.31
43783,MW,2,15,6.36
43783,MW,3,5,6.18
43783,MW,3,10,6.2
43783,MW,3,15,6.2
43783,MW,4,5,#N/A
43783,MW,4,10,#N/A
43783,MW,4,15,#N/A
43783,MW,5,5,12.31
43783,MW,5,10,12.26
43783,MW,5,15,12.26
43783,MW,6,5,11.63
43783,MW,6,10,11.59
43783,MW,6,15,11.57
43783,MW,7,5,12.4
43783,MW,7,10,12.29
43783,MW,7,15,12.31
43783,MW,8,5,7.01
43783,MW,8,10,6.82
43783,MW,8,15,6.79
43783,MW,9,5,11.65
43783,MW,9,10,11.61
43783,MW,9,15,11.58
43783,MW,10,5,10.49
43783,MW,10,10,10.37
43783,MW,10,15,10.19
43783,MW,11,5,10.41
43783,MW,11,10,10.49
43783,MW,11,15,11.88
43783,MW,12,5,11.37
43783,MW,12,10,11.32
43783,MW,12,15,11.14
43783,MW,13,5,#N/A
43783,MW,13,15,#N/A
43783,MW,13,25,#N/A
43783,MW,14,5,8.02
43783,MW,14,15,5.96
43783,MW,14,25,6.44
43783,MW,15,5,12.01
43783,MW,15,15,8.83
43783,MW,15,25,11.09
43783,NE,PT,5,5.89
43783,NE,PT,10,5.84
43783,NE,PT,15,5.82
43783,NE,PT,20,5.92
43783,NE,PT,25,6.02
43783,NE,PT,30,6.04
43783,S,PT,5,6.72
43783,S,PT,10,6.73
43783,S,PT,15,6.73
43783,S,PT,20,6.74
43783,S,PT,25,6.75
43783,S,PT,30,6.74
43783,SW,BRIDGE,1,7.27
43783,SW,CONFLUENCE,1,7.61
43783,CAL,STT,4,4.06
43783,CAL,STT,7,7.03
43783,CAL,STT,10,10.05
43783,CAL,STP,4,4
43783,CAL,STP,7,7
43783,CAL,STP,10,10.03
43795,MW,1,5,#N/A
43795,MW,1,10,#N/A
43795,MW,1,15,#N/A
43795,MW,2,5,#N/A
43795,MW,2,10,#N/A
43795,MW,2,15,#N/A
43795,MW,3,5,#N/A
43795,MW,3,10,#N/A
43795,MW,3,15,#N/A
43795,MW,4,5,#N/A
43795,MW,4,10,#N/A
43795,MW,4,15,#N/A
43795,MW,5,5,#N/A
43795,MW,5,10,#N/A
43795,MW,5,15,#N/A
43795,MW,6,5,#N/A
43795,MW,6,10,#N/A
43795,MW,6,15,#N/A
43795,MW,7,5,#N/A
43795,MW,7,10,#N/A
43795,MW,7,15,#N/A
43795,MW,8,5,#N/A
43795,MW,8,10,#N/A
43795,MW,8,15,#N/A
43795,MW,9,5,#N/A
43795,MW,9,10,#N/A
43795,MW,9,15,#N/A
43795,MW,10,5,#N/A
43795,MW,10,10,#N/A
43795,MW,10,15,#N/A
43795,MW,11,5,#N/A
43795,MW,11,10,#N/A
43795,MW,11,15,#N/A
43795,MW,12,5,#N/A
43795,MW,12,10,#N/A
43795,MW,12,15,#N/A
43795,MW,13,5,#N/A
43795,MW,13,15,#N/A
43795,MW,13,25,#N/A
43795,MW,14,5,#N/A
43795,MW,14,15,#N/A
43795,MW,14,25,#N/A
43795,MW,15,5,#N/A
43795,MW,15,15,#N/A
43795,MW,15,25,#N/A
43795,NE,PT,5,#N/A
43795,NE,PT,10,#N/A
43795,NE,PT,15,#N/A
43795,NE,PT,20,#N/A
43795,NE,PT,25,#N/A
43795,NE,PT,30,#N/A
43795,S,PT,5,#N/A
43795,S,PT,10,#N/A
43795,S,PT,15,#N/A
43795,S,PT,20,#N/A
43795,S,PT,25,#N/A
43795,S,PT,30,#N/A
43795,SW,BRIDGE,1,7.31
43795,SW,CONFLUENCE,1,7.32
43795,CAL,STT,4,4
43795,CAL,STT,7,7
43795,CAL,STT,10,10.08
43795,CAL,STP,4,4.03
43795,CAL,STP,7,7.01
43795,CAL,STP,10,10.04
43819,MW,1,5,6.83
43819,MW,1,10,6.55
43819,MW,1,15,6.35
43819,MW,2,5,6.7
43819,MW,2,10,7.04
43819,MW,2,15,6.83
43819,MW,3,5,9.35
43819,MW,3,10,9.38
43819,MW,3,15,9.35
43819,MW,4,5,#N/A
43819,MW,4,10,#N/A
43819,MW,4,15,#N/A
43819,MW,5,5,12.7
43819,MW,5,10,12.6
43819,MW,5,15,12.53
43819,MW,6,5,11.88
43819,MW,6,10,11.73
43819,MW,6,15,11.64
43819,MW,7,5,11.5
43819,MW,7,10,12
43819,MW,7,15,12.2
43819,MW,8,5,7.1
43819,MW,8,10,6.96
43819,MW,8,15,6.88
43819,MW,9,5,11.93
43819,MW,9,10,11.87
43819,MW,9,15,11.81
43819,MW,10,5,10.97
43819,MW,10,10,11.04
43819,MW,10,15,11.03
43819,MW,11,5,11.59
43819,MW,11,10,11.53
43819,MW,11,15,11.5
43819,MW,12,5,11.41
43819,MW,12,10,11.35
43819,MW,12,15,11.07
43819,MW,13,5,#N/A
43819,MW,13,15,#N/A
43819,MW,13,25,#N/A
43819,MW,14,5,8.68
43819,MW,14,15,6.45
43819,MW,14,25,6.59
43819,MW,15,5,12.28
43819,MW,15,15,8.82
43819,MW,15,25,11.27
43819,NE,PT,5,7.05
43819,NE,PT,10,6.7
43819,NE,PT,15,6.59
43819,NE,PT,20,6.51
43819,NE,PT,25,6.42
43819,NE,PT,30,6.36
43819,S,PT,5,7.46
43819,S,PT,10,7.2
43819,S,PT,15,7.1
43819,S,PT,20,7.03
43819,S,PT,25,7
43819,S,PT,30,6.95
43819,SW,BRIDGE,1,8.05
43819,SW,CONFLUENCE,1,8.22
43819,CAL,STT,4,4.02
43819,CAL,STT,7,7
43819,CAL,STT,10,10.03
43819,CAL,STP,4,4.04
43819,CAL,STP,7,7.04
43819,CAL,STP,10,10.09
43832,MW,1,5,#N/A
43832,MW,1,10,#N/A
43832,MW,1,15,#N/A
43832,MW,2,5,#N/A
43832,MW,2,10,#N/A
43832,MW,2,15,#N/A
43832,MW,3,5,#N/A
43832,MW,3,10,#N/A
43832,MW,3,15,#N/A
43832,MW,4,5,#N/A
43832,MW,4,10,#N/A
43832,MW,4,15,#N/A
43832,MW,5,5,#N/A
43832,MW,5,10,#N/A
43832,MW,5,15,#N/A
43832,MW,6,5,#N/A
43832,MW,6,10,#N/A
43832,MW,6,15,#N/A
43832,MW,7,5,#N/A
43832,MW,7,10,#N/A
43832,MW,7,15,#N/A
43832,MW,8,5,#N/A
43832,MW,8,10,#N/A
43832,MW,8,15,#N/A
43832,MW,9,5,#N/A
43832,MW,9,10,#N/A
43832,MW,9,15,#N/A
43832,MW,10,5,#N/A
43832,MW,10,10,#N/A
43832,MW,10,15,#N/A
43832,MW,11,5,#N/A
43832,MW,11,10,#N/A
43832,MW,11,15,#N/A
43832,MW,12,5,#N/A
43832,MW,12,10,#N/A
43832,MW,12,15,#N/A
43832,MW,13,5,#N/A
43832,MW,13,15,#N/A
43832,MW,13,25,#N/A
43832,MW,14,5,#N/A
43832,MW,14,15,#N/A
43832,MW,14,25,#N/A
43832,MW,15,5,#N/A
43832,MW,15,15,#N/A
43832,MW,15,25,#N/A
43832,NE,PT,5,#N/A
43832,NE,PT,10,#N/A
43832,NE,PT,15,#N/A
43832,NE,PT,20,#N/A
43832,NE,PT,25,#N/A
43832,NE,PT,30,#N/A
43832,S,PT,5,#N/A
43832,S,PT,10,#N/A
43832,S,PT,15,#N/A
43832,S,PT,20,#N/A
43832,S,PT,25,#N/A
43832,S,PT,30,#N/A
43832,SW,BRIDGE,1,7.29
43832,SW,CONFLUENCE,1,7.75
43832,CAL,STT,4,3.99
43832,CAL,STT,7,7.01
43832,CAL,STT,10,10.03
43832,CAL,STP,4,4
43832,CAL,STP,7,7.02
43832,CAL,STP,10,10.06
43847,MW,1,5,5.34
43847,MW,1,10,4.82
43847,MW,1,15,5.45
43847,MW,2,5,6.58
43847,MW,2,10,6.5
43847,MW,2,15,6.43
43847,MW,3,5,10.26
43847,MW,3,10,10.14
43847,MW,3,15,10.14
43847,MW,4,5,#N/A
43847,MW,4,10,#N/A
43847,MW,4,15,#N/A
43847,MW,5,5,12.53
43847,MW,5,10,12.51
43847,MW,5,15,12.46
43847,MW,6,5,11.7
43847,MW,6,10,11.65
43847,MW,6,15,11.61
43847,MW,7,5,11.43
43847,MW,7,10,11.27
43847,MW,7,15,11.58
43847,MW,8,5,7.3
43847,MW,8,10,7.05
43847,MW,8,15,6.94
43847,MW,9,5,11.77
43847,MW,9,10,11.78
43847,MW,9,15,11.73
43847,MW,10,5,10.82
43847,MW,10,10,10.85
43847,MW,10,15,10.82
43847,MW,11,5,11.47
43847,MW,11,10,11.46
43847,MW,11,15,11.44
43847,MW,12,5,11
43847,MW,12,10,11.14
43847,MW,12,15,10.72
43847,MW,13,5,#N/A
43847,MW,13,15,#N/A
43847,MW,13,25,#N/A
43847,MW,14,5,8.1
43847,MW,14,15,6.06
43847,MW,14,25,6.37
43847,MW,15,5,12.16
43847,MW,15,15,8.9
43847,MW,15,25,11.22
43847,NE,PT,5,6.75
43847,NE,PT,10,6.48
43847,NE,PT,15,6.37
43847,NE,PT,20,6.27
43847,NE,PT,25,6.21
43847,NE,PT,30,5.96
43847,S,PT,5,7.05
43847,S,PT,10,6.98
43847,S,PT,15,6.95
43847,S,PT,20,6.93
43847,S,PT,25,6.91
43847,S,PT,30,6.87
43847,SW,BRIDGE,1,7.82
43847,SW,CONFLUENCE,1,7.8
43847,CAL,STT,4,3.98
43847,CAL,STT,7,7.03
43847,CAL,STT,10,10.09
43847,CAL,STP,4,4.01
43847,CAL,STP,7,7.04
43847,CAL,STP,10,10
43864,MW,1,5,4.8
43864,MW,1,10,4.67
43864,MW,1,15,4.76
43864,MW,2,5,6.97
43864,MW,2,10,6.75
43864,MW,2,15,6.65
43864,MW,3,5,10.47
43864,MW,3,10,10.45
43864,MW,3,15,10.4
43864,MW,4,5,#N/A
43864,MW,4,10,#N/A
43864,MW,4,15,#N/A
43864,MW,5,5,12.58
43864,MW,5,10,12.58
43864,MW,5,15,12.55
43864,MW,6,5,12.04
43864,MW,6,10,11.85
43864,MW,6,15,11.75
43864,MW,7,5,11.4
43864,MW,7,10,11.5
43864,MW,7,15,11.7
43864,MW,8,5,6.9
43864,MW,8,10,6.9
43864,MW,8,15,6.81
43864,MW,9,5,11.81
43864,MW,9,10,11.87
43864,MW,9,15,11.85
43864,MW,10,5,9.95
43864,MW,10,10,10
43864,MW,10,15,9.98
43864,MW,11,5,8.32
43864,MW,11,10,11.61
43864,MW,11,15,11.63
43864,MW,12,5,11.7
43864,MW,12,10,11.7
43864,MW,12,15,11.61
43864,MW,13,5,#N/A
43864,MW,13,15,#N/A
43864,MW,13,25,#N/A
43864,MW,14,5,8.36
43864,MW,14,15,6.26
43864,MW,14,25,6.43
43864,MW,15,5,12.15
43864,MW,15,15,9.02
43864,MW,15,25,11.29
43864,NE,PT,5,6.7
43864,NE,PT,10,6.55
43864,NE,PT,15,6.42
43864,NE,PT,20,6.3
43864,NE,PT,25,6.21
43864,NE,PT,30,6.11
43864,S,PT,5,7.11
43864,S,PT,10,7.04
43864,S,PT,15,6.96
43864,S,PT,20,6.9
43864,S,PT,25,6.85
43864,S,PT,30,6.83
43864,SW,BRIDGE,1,7.23
43864,SW,CONFLUENCE,1,7.16
43864,CAL,STT,4,3.98
43864,CAL,STT,7,6.99
43864,CAL,STT,10,10.05
43864,CAL,STP,4,4.07
43864,CAL,STP,7,7.11
43864,CAL,STP,10,10.07
